Code poste;Nom poste;Fonction;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste
MATZ;RESSONS-SUR-MATZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.745238888888889;49.53509722222222;49.5350972222, 2.74523888889
VIGUI;VIGUIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.318311111111111;43.20366666666667;43.2036666667, 2.31831111111
BONIC;BONICHAUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.538111111111111;46.340450000000004;46.34045, 1.53811111111
PASSA;PASSAIRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.756630555555556;43.86693888888889;43.8669388889, 5.75663055556
GORR6;GORRE (SETHELEC);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.8129333333333334;45.872680555555554;45.8726805556, 0.812933333333
TRESC;TRESCLEOUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.761591666666667;44.34460555555556;44.3446055556, 5.76159166667
SSJUN;ST-JUNIEN;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.9201944444444444;45.87746388888889;45.8774638889, 0.920194444444
LAVOI;LAVOIR;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.032238888888889;47.32627777777778;47.3262777778, 5.03223888889
VOUGY;VOUGY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.507322222222222;46.066291666666665;46.0662916667, 6.50732222222
ENTRA;ENTRAIGUES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.383641666666667;43.42136111111111;43.4213611111, 6.38364166667
VINS;VINS;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.112272222222222;43.43566111111111;43.4356611111, 6.11227222222
BIZET;BIZETTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.8811361111111111;47.88371111111111;47.8837111111, 1.88113611111
BILEM;BILEMONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.1293444444444445;50.76643055555556;50.7664305556, 3.12934444444
MRNER;MARTINERIE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.3767666666666667;45.903349999999996;45.90335, 1.37676666667
BONNA;BONNAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.8942333333333332;46.316655555555556;46.3166555556, 1.89423333333
SSMC;ST-MARC;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.4569999999999999;45.92688888888889;45.9268888889, 1.457
SSSET;ST-SETIERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.1379555555555556;45.68496666666666;45.6849666667, 2.13795555556
VEYNE;VEYNES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.808936111111111;44.53060833333333;44.5306083333, 5.80893611111
PEZEN;PEZENAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.4106527777777775;43.448277777777776;43.4482777778, 3.41065277778
SEVEN;SEVENANS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.87123888888889;47.583713888888894;47.5837138889, 6.87123888889
BESSE;BESSEGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.089369444444444;44.2906;44.2906, 4.08936944444
LOCMA;LOCMALO;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-3.1543166666666664;48.06233333333333;48.0623333333, -3.15431666667
MARL8;MARLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.145813888888889;49.08330277777778;49.0833027778, 6.14581388889
MOLE;LA MOLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.3568611111111113;45.39413888888889;45.3941388889, 2.35686111111
PEU.S;PEUGEOT-SUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.820077777777778;47.50921388888889;47.5092138889, 6.82007777778
RONCH;RONCHAMP;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.627336111111112;47.69568888888889;47.6956888889, 6.62733611111
THIOU;THIOU (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.1121944444444445;45.90249444444444;45.9024944444, 6.11219444444
B.TOL;BOIS-TOLLOT;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.055291666666666;46.25080833333333;46.2508083333, 6.05529166667
QUINS;QUINSON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.050841666666667;43.69857222222222;43.6985722222, 6.05084166667
BOUC7;BOUCHET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.0293;43.02341111111111;43.0234111111, 3.0293
MIRAM;MIRAMAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.014458333333334;43.57885;43.57885, 5.01445833333
V.BEL;VILLIERS-LE-BEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.407833333333333;49.01101388888889;49.0110138889, 2.40783333333
LAND5;LANDROFF;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.610627777777777;48.95725;48.95725, 6.61062777778
FUSTE;FUSTEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.751744444444444;48.57543611111112;48.5754361111, 7.75174444444
VIAUD;VIAUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.5916;49.049419444444446;49.0494194444, 6.5916
PLAGN;PLAGNE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.694825;45.51513888888889;45.5151388889, 6.694825
MASEV;MASEVAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.997933333333333;47.77667777777778;47.7766777778, 6.99793333333
PAS;LE PAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.475538888888889;47.88592777777778;47.8859277778, -1.47553888889
CHA.S;CHARTRES-SUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.4497222222222221;48.414658333333335;48.4146583333, 1.44972222222
P.MON;PARAY-LE-MONIAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.107219444444444;46.46050833333334;46.4605083333, 4.10721944444
SALON;SALON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.115691666666667;43.632325;43.632325, 5.11569166667
DORNA;DORNACH;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.3004;47.74859722222222;47.7485972222, 7.3004
STEAM;STEAM;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.723719444444445;49.14193611111111;49.1419361111, 6.72371944444
B.COR;BREGNIER-CORDON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.604161111111111;45.65390277777777;45.6539027778, 5.60416111111
P.MOE;PREVESSIN-MOENS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.079791666666666;46.27001944444444;46.2700194444, 6.07979166667
CHAR6;CHARLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.278497222222222;48.973083333333335;48.9730833333, 3.27849722222
T.SAV;TOURS EN SAVOIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.439069444444445;45.64425;45.64425, 6.43906944444
MESNA;MESNAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.796636111111111;46.911055555555556;46.9110555556, 5.79663611111
L.SAU;LONS-LE-SAUNIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.562883333333333;46.69211111111111;46.6921111111, 5.56288333333
CSLLE;CASTELLET (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.723872222222222;43.25068611111111;43.2506861111, 5.72387222222
G.CAI;GROS-CAILLOU;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.339036111111111;50.31695555555556;50.3169555556, 3.33903611111
MALHE;MALHERBE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.727972222222222;45.167941666666664;45.1679416667, 5.72797222222
BREUI;BREUIL (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.213916666666667;45.24628611111111;45.2462861111, 2.21391666667
DAUX;DAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.2754166666666666;43.67973611111111;43.6797361111, 1.27541666667
HAVR5;HAVRE (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;0.14819444444444443;49.477538888888894;49.4775388889, 0.148194444444
C.MET;CROIX-DE-METZ;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.916661111111112;48.69206111111111;48.6920611111, 5.91666111111
ARGOE;ARGOEUVES;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.25045;49.93959444444444;49.9395944444, 2.25045
F.ALL;FOUX D ALLOS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.579338888888889;44.27397222222222;44.2739722222, 6.57933888889
L.OR;LION D OR;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.5153666666666668;47.18884444444444;47.1888444444, -1.51536666667
CZTIL;COURTILLERE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.04684166666666667;45.275172222222224;45.2751722222, 0.0468416666667
SINCE;SINCENY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.230872222222222;49.59684722222222;49.5968472222, 3.23087222222
LONG4;LONGCHAMP;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.285902777777778;48.86502222222222;48.8650222222, 2.28590277778
ALBER;ALBERTVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.419569444444445;45.661525;45.661525, 6.41956944444
FAUGA;FAUGA;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.2946916666666666;43.38591666666667;43.3859166667, 1.29469166667
BERAT;BERAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.199138888888889;43.38741388888889;43.3874138889, 1.19913888889
COUTA;COUTANCES;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.4463694444444444;49.03425555555555;49.0342555556, -1.44636944444
AGNEA;AGNEAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.1225833333333333;49.11333055555556;49.1133305556, -1.12258333333
GOUR5;GOURDAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.5720916666666667;43.07665277777778;43.0766527778, 0.572091666667
ARDOI;ARDOISE (L );POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.703194444444445;44.08633888888889;44.0863388889, 4.70319444444
GARD7;GARDE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.0202527777777775;43.14108888888889;43.1410888889, 6.02025277778
F.ETO;FONTAINE-ETOUPEFOUR;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.45931666666666665;49.13816944444444;49.1381694444, -0.459316666667
BOULO;BOULOU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.859191666666667;42.55088333333333;42.5508833333, 2.85919166667
C.HUI;CONDE-SUR-HUISNE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.8536638888888889;48.386833333333335;48.3868333333, 0.853663888889
PINON;PINON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.4644083333333335;49.48064166666667;49.4806416667, 3.46440833333
AVRON;AVRON;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.5270361111111113;48.87221666666667;48.8722166667, 2.52703611111
ABBAY;ABBAYE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.745691666666667;45.174277777777775;45.1742777778, 5.74569166667
COUDE;COUDEKERQUE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.3904916666666667;50.99501111111111;50.9950111111, 2.39049166667
HOLQU;HOLQUE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.2114861111111113;50.850769444444445;50.8507694444, 2.21148611111
CAS.S;CASTRES-SUD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.2416833333333335;43.58479166666667;43.5847916667, 2.24168333333
SSJU5;ST-JULIEN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.1521027777777777;43.2378;43.2378, 1.15210277778
CHATR;CHATRE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.5773777777777778;45.97940277777778;45.9794027778, 1.57737777778
SALIG;SALIGNAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.97885;44.13733611111111;44.1373361111, 5.97885
ROUMO;ROUMOULES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.157491666666667;43.78896944444444;43.7889694444, 6.15749166667
VENTA;VENTAVON;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.916986111111111;44.340783333333334;44.3407833333, 5.91698611111
CIZE;CIZE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.462855555555556;46.204883333333335;46.2048833333, 5.46285555556
B.GUI;BOIS-GUILLAUME;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.1327833333333333;49.46703055555556;49.4670305556, 1.13278333333
KERBA;KERBACH;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.976619444444444;49.15372222222222;49.1537222222, 6.97661944444
ARGEN;ARGENTIERE (L);POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;6.559402777777778;44.790952777777775;44.7909527778, 6.55940277778
GENIS;GENISSIAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;5.811275;46.05147777777778;46.0514777778, 5.811275
CUBRY;CUBRY (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.8999277777777777;49.00580277777778;49.0058027778, 3.89992777778
OUDON;OUDON;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;-1.0086416666666667;47.98643611111111;47.9864361111, -1.00864166667
VECQU;VECQUEMONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.447027777777778;49.892002777777776;49.8920027778, 2.44702777778
COR.P;CORDEMAIS-POSTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;-1.8705611111111111;47.28581388888889;47.2858138889, -1.87056111111
MTREA;MONTREAL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.19845555555555555;43.95474166666667;43.9547416667, 0.198455555556
AMPUI;AMPUIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.825080555555555;45.49818611111111;45.4981861111, 4.82508055556
MILL5;MILLERY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.771363888888889;45.64850277777778;45.6485027778, 4.77136388889
D.BUR;DAMPIERRE-EN-BURLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.5167944444444443;47.73365555555556;47.7336555556, 2.51679444444
QUEUI;QUEUILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.8704027777777776;45.98051944444445;45.9805194444, 2.87040277778
SSBRI;ST-BRIEUC;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-2.7572722222222223;48.522925;48.522925, -2.75727222222
B.EPI;BELLE-EPINE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-1.7535888888888889;48.12799166666667;48.1279916667, -1.75358888889
BALLO;BALLON;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;3.078852777777778;50.645830555555555;50.6458305556, 3.07885277778
HARGE;HARGEVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.7520805555555556;48.90463611111111;48.9046361111, 1.75208055556
LALIN;LALINDE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.712475;44.83508611111111;44.8350861111, 0.712475
TOUR6;TOURNAY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.23969722222222223;43.182541666666665;43.1825416667, 0.239697222222
PELIS;PELISSIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.138236111111111;43.954911111111116;43.9549111111, 2.13823611111
MULHO;MULHOUSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.3522944444444445;47.749625;47.749625, 7.35229444444
CPNI5;CHAMPNIERS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.1857722222222222;45.694874999999996;45.694875, 0.185772222222
ASASP;ASASP;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.6247555555555556;43.108827777777776;43.1088277778, -0.624755555556
FABIA;FABIAN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.2301027777777778;42.78830833333333;42.7883083333, 0.230102777778
ELANC;ELANCOURT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.9516833333333332;48.774322222222224;48.7743222222, 1.95168333333
PRRFI;PIERREFITTE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.06531944444444444;42.96489166666667;42.9648916667, -0.0653194444444
RAMBO;RAMBOUILLET;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.8472555555555557;48.64371944444444;48.6437194444, 1.84725555556
AMPE7;AMPEREVIELLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.0962611111111111;43.22345;43.22345, 0.0962611111111
BUSSU;BUSSUREL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.795841666666666;47.559711111111106;47.5597111111, 6.79584166667
BXSOL;BEAUSOLEIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.418705555555555;43.742000000000004;43.742, 7.41870555556
BRUGE;BRUGES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;-0.6363027777777778;44.890702777777776;44.8907027778, -0.636302777778
SSAVO;ST-AVOLD;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;6.703725;49.13833888888889;49.1383388889, 6.703725
AIRME;AIRMESNIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;HORS TENSION;2.446577777777778;48.94096666666666;48.9409666667, 2.44657777778
ERSTE;ERSTEIN;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.633094444444445;48.42643888888889;48.4264388889, 7.63309444444
L.NEU;LOGIS-NEUF;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.791186111111111;44.67438333333333;44.6743833333, 4.79118611111
MARC5;MARCILLAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.037272222222222;45.215669444444444;45.2156694444, 2.03727222222
BROMM;BROMMAT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;2.682861111111111;44.76803888888889;44.7680388889, 2.68286111111
YAINV;YAINVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.8224388888888888;49.459450000000004;49.45945, 0.822438888889
BLOCA;BLOCAUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.7827444444444445;49.77203055555555;49.7720305556, 1.78274444444
B.HAM;BASSE-HAM;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.228891666666667;49.370025;49.370025, 6.22889166667
CIVRI;CIVRIEUX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.704111111111112;45.857475;45.857475, 4.70411111111
P.SAM;PONT-SUR-SAMBRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.863497222222222;50.22951388888889;50.2295138889, 3.86349722222
TALAM;TALAMET;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;1.9487694444444446;44.96692777777778;44.9669277778, 1.94876944444
NEUFC;NEUFCHATEAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.697127777777778;48.34921666666667;48.3492166667, 5.69712777778
C.GON;CHATEAU-GONTIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.6895805555555555;47.848286111111115;47.8482861111, -0.689580555556
N.ERD;NORT-SUR-ERDRE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.5105694444444444;47.454527777777784;47.4545277778, -1.51056944444
RETHE;RETHEL;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.344855555555555;49.51369722222222;49.5136972222, 4.34485555556
AURIL;AURILLAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.4402222222222223;44.917069444444444;44.9170694444, 2.44022222222
BAYAR;BAYARD;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.069997222222222;48.54528611111111;48.5452861111, 5.06999722222
AUREN;AURENCE (L );POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;1.2225000000000001;45.83580277777778;45.8358027778, 1.2225
DOUZE;DOUZE(LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.2674666666666665;49.93397777777778;49.9339777778, 2.26746666667
L.OO;LUCHON-LAC D OO;POSTE DE TRANSFORMATION;EN EXPLOITATION;150kV;0.582386111111111;42.79305;42.79305, 0.582386111111
AVIG5;AVIGNONET;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.793972222222222;43.362575;43.362575, 1.79397222222
JUMEA;JUMEAUX (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;-0.07171111111111111;46.801716666666664;46.8017166667, -0.0717111111111
B.ROC;BAULME-LA-ROCHE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.784958333333333;47.340805555555555;47.3408055556, 4.78495833333
PLESS;PLESSES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.7257333333333333;46.493525;46.493525, -1.72573333333
VANDI;VANDIERES;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;6.022591666666667;48.950833333333335;48.9508333333, 6.02259166667
IMPHY;IMPHY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.256127777777778;46.933905555555555;46.9339055556, 3.25612777778
BATIL;BATILLY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.9719;49.17476111111111;49.1747611111, 5.9719
BXVO5;BEAUVOIR;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-2.042222222222222;46.925124999999994;46.925125, -2.04222222222
BVILL;BELLEVILLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.730255555555556;46.12029444444445;46.1202944444, 4.73025555556
CHOUY;CHOUY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.245913888888889;49.20366111111112;49.2036611111, 3.24591388889
SOQUE;SOQUENCE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;0.17890555555555554;49.49973333333333;49.4997333333, 0.178905555556
BESS5;BESSEY;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.702672222222223;45.38390833333333;45.3839083333, 4.70267222222
SSMO6;ST-PIERRE-LE-MOUTIER;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.1099305555555556;46.79850277777778;46.7985027778, 3.10993055556
1GUIL;GUILLOTIERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;<45kV;4.850180555555555;45.718;45.718, 4.85018055556
P.JER;PORT-JEROME;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;0.5517333333333334;49.48223055555556;49.4822305556, 0.551733333333
FONT;LA FONT;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.471852777777778;46.158858333333335;46.1588583333, 3.47185277778
FOIX5;FOIX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.6070944444444446;42.97763888888889;42.9776388889, 1.60709444444
CURTI;CURTIL;POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;4.612686111111111;46.584375;46.584375, 4.61268611111
BEGLE;BEGLES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-0.5393388888888889;44.81551666666667;44.8155166667, -0.539338888889
H.VER;HAUT-VERNET (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;2.8970555555555557;42.734830555555554;42.7348305556, 2.89705555556
ESSAR;ESSARS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.6665944444444443;50.53577222222222;50.5357722222, 2.66659444444
ARRAS;ARRAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;2.762722222222222;50.30701944444444;50.3070194444, 2.76272222222
CARHA;CARHAIX;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;-3.555544444444444;48.28465833333333;48.2846583333, -3.55554444444
MOUL9;MOULASSE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.1723333333333334;42.96375277777778;42.9637527778, 1.17233333333
CHAB6;CHABOT;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.8962916666666666;46.941563888888886;46.9415638889, -0.896291666667
COGNA;COGNAC;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-0.3496472222222222;45.695455555555554;45.6954555556, -0.349647222222
THIBA;THIBAUDIERE;POSTE DE TRANSFORMATION;EN EXPLOITATION;90kV;-1.4350833333333333;46.68879166666666;46.6887916667, -1.43508333333
MONAS;MONASTIER (LE);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.253336111111111;44.50926666666667;44.5092666667, 3.25333611111
ORME5;ORMES (LES);POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.2254333333333336;48.465;48.465, 3.22543333333
MTERE;MONTEREAU;POSTE DE TRANSFORMATION;EN EXPLOITATION;400kV;2.851288888888889;48.38033055555555;48.3803305556, 2.85128888889
CSLL8;CASTELLE (LA);POSTE DE TRANSFORMATION;EN EXPLOITATION;225kV;3.872333333333333;43.56809444444445;43.5680944444, 3.87233333333
DOMBA;DOMBASLE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;6.328738888888888;48.62986388888889;48.6298638889, 6.32873888889
JANAS;JANAS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;5.8559777777777775;43.087205555555556;43.0872055556, 5.85597777778
NANGI;NANGIS;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;3.0013;48.56922222222222;48.5692222222, 3.0013
A.THE;AX-LES-THERMES;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.833852777777778;42.72423055555556;42.7242305556, 1.83385277778
ORAN5;ORANGERIE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;7.771780555555556;48.595819444444444;48.5958194444, 7.77178055556
SABAR;SABART;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;1.5996666666666668;42.83635277777778;42.8363527778, 1.59966666667
V.BAR;VENDEUVRE-SUR-BARSE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;4.4513694444444445;48.23523888888889;48.2352388889, 4.45136944444
BEYRE;BEYREDE;POSTE DE TRANSFORMATION;EN EXPLOITATION;63kV;0.3803583333333333;42.95606666666667;42.9560666667, 0.380358333333
